,Department,Course,Credit Hours,Lecture Hours,Lab Hours,Grade Mode,Description
4483,Nursing (NURS),"NURS 5367. Leader Within: Professional Accountability, Succession Planning and Reflective Practice I.",3,3,1,Standard Letter,This course provides a mentored experience for the synthesis of critical thinking and reflections from didactic work with the practice of nursing leadership. Observational and independent learning activities will result in a Part I  of the final capstone project reflecting culmination of program objectives.
4484,Nursing (NURS),"NURS 5368. Leader Within: Professional Accountability, Succession Planning and Reflective Practice II.",3,3,1,Standard Letter,"This course is designed to be the culminating mentored experience for the synthesis of critical thinking and reflections from didactic work with the practice of nursing leadership. Students will evaluate and present their final capstone project, reflecting summation of program objectives."
4485,Nursing (NURS),NURS 5370. Psychiatric Mental Health Integrative Clinical Management Across the Lifespan.,3,3,0,Standard Letter,"This course builds on previous courses to further develop competency in the PMHNP role in comprehensive, integrative clinical management for clients with complex psychiatric disorders across the lifespan, while utilizing current evidence-based practice guidelines.  Self-directed management, crisis intervention and stabilization, and interprofessional collaboration of care in a variety of settings are emphasized.  Additionally, innovative care modalities such as telehealth are explored to reach rural and underserved clients, special populations, and diverse communities.   Prerequisite: NURS 5312 and NURS 5112 and NURS 5301 and NURS 5102 and NURS 5230 and NURS 5233 and NURS 5340 and NURS 5243 all with grades of ""B"" or better. Corequisite: NURS 5373 with a grade of ""B"" or better."
4486,Nursing (NURS),NURS 5371. Clinical Prevention and Population Health.,3,3,0,Standard Letter,"Students will examine an overview of global and national population health including social determinants of health, health disparities, cultural diversity, and clinical prevention with an emphasis in evidence-based practice.  Resources will be discussed in relation to the availability, barriers, and access in the community and rural areas. Prerequisite: NURS 5301 and NURS 5303 and NURS 5351 all with grades of ""B"" or better."
4487,Nursing (NURS),NURS 5372. Psychological Theory for Mental Health Practitioners.,3,3,0,Standard Letter,The course provides the foundation for assessing the most commonly used theories in psychiatric- mental health practice and integrating the nursing theories specific to psychiatric nursing. Theories used to guide practice will be stressed. Emphasis will be placed on the interrelationship between theory and research.
4488,Nursing (NURS),NURS 5373. Psychiatric Mental Health Integrative Clinical Management Across the Lifespan Practicum.,3,0,1,Standard Letter,"This course serves as a companion course to NURS 5370. This culminating lifespan practicum course provides experiential learning through further development of competency in the PMHNP role in comprehensive, integrative clinical management for special populations and clients with complex psychiatric disorders, utilizing current evidence-based practice guidelines.  Practicum experiences emphasize crisis intervention and stabilization, guided self-directed management, and collaboration in an interprofessional environment in a variety of psychiatric settings. Additionally, innovative care modalities such as telehealth are explored to reach rural and underserved clients and diverse communities. Prerequisite: NURS 5312 and NURS  5112 and NURS 5301 and NURS 5303 and NURS 5102 and NURS 5230 and NURS 5233 and NURS 5340 and NURS 5243 all with grades of ""B"" or better. Corequisite: NURS 5370 with a grade of ""B"" or better."
4489,Nursing (NURS),"NURS 5384. Role, Leadership, Policy, and Ethics Within the US Healthcare Delivery System.",3,3,0,Standard Letter,"The course will emphasize the role of the Psychiatric Mental Health Advanced Practice Nurse. Leadership styles, the process of policy, ethical standards, barriers, and role will be addressed. Characteristics of leaders in the nurse practitioner role, policy and policy making, and ethical dilemmas facing patients and providers will be included."
4490,Nursing (NURS),NURS 5385. Translational Research and Capstone.,3,3,0,Standard Letter,"The students will explore evidence-based practice (EBP) for Psychiatric Mental Health Nurse Practitioners. This course will equip nurses with the skills needed to effectively engage in EBP, to serve as EBP champions and mentors, and to lead projects that translate evidence into clinical practice within healthcare facilities."
4491,Nursing (NURS),NURS 5386. Chronic Mental Health Self-Management Across the Lifespan.,3,3,0,Standard Letter,The course will explore psychiatric disorders that manifest throughout the lifespan. Chronic disease self-management principles will be applied to a variety of long-term mental illnesses. Emphasis will be placed on the chronicity of certain illnesses and the need to manage them from onset to end-of-life.
4492,Nursing (NURS),NURS 5391. Translational Science for Evidence Based Practice and Innovation Capstone.,3,3,0,Standard Letter,"Students will explore evidence-based practice (EBP) for advanced nursing practice professionals. This course will equip graduate nursing students with the skills needed to effectively critique and engage in EBP, to serve as EBP champions and mentors, and to lead projects and innovation within healthcare facilities. Emphasis is placed on completion of a quality improvement or scholarly project, under the direction of a faculty member, which synthesizes advanced practice knowledge and skills to address substantive advanced nursing practice issues.   Prerequisite: NURS 5255 and NURS 5354 both with grades of ""B"" or better."
